web_scraper_order,web_scraper_start_url,pagination,comment,date,data6,data7
"1773397937-582","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Riết đóng gói hở đầu vậy đó hả? Có tôn trọng khách hàng không?","2026-01-06 17:44 | Phân loại hàng: #37 Raspberry Coate","Phân loại hàng: #37 Raspberry Coate","Son bóng dưỡng môi 3CE Glazy Lip Glow"
"1773397937-583","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-06 17:01","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-584","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Rõ ràng đơn hàng ghi được tặng son mà mình khong co,mịng laik quên mất ko quay video lại","2026-01-06 13:22 | Phân loại hàng: Fig Soda","Phân loại hàng: Fig Soda","Phấn Má Hồng 3CE Bouncy Blur Balm"
"1773397937-585","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-06 13:22","","(GWP) Son Kem Nhung Mịn 3CE Velvet Lip Tint Mini #Taupe"
"1773397937-586","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","xly đơn hàng chậm chạm! thiếu chuyên nghiệp","2026-01-06 13:20 | Phân loại hàng: Childlike-Cam cháy","Phân loại hàng: Childlike-Cam cháy","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-587","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hình ảnh và video chỉ mang tính chất nhận xu chứ làm biếng đánh giá giải thích","2026-01-06 05:10","","(GWP) Son Len Mịn Lì 3CE Cashmere Hug Mini #Cozy Whisper"
"1773397937-588","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-06 00:07 | Phân loại hàng: #34 Rose Glaze","Phân loại hàng: #34 Rose Glaze","Son bóng dưỡng môi 3CE Glazy Lip Glow"
"1773397937-589","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Sản phẩm lần này mua quá thất vọng, không giống như lần trước mình dùng, chất son bột hơn, tô lên môi cảm giác rất khó chịu và thấy hơi ngứa môi, ko phù hợp, ko xứng đáng với giá trị tiền bỏ ra, không nên mua nhé mn","2026-01-05 23:41 | Phân loại hàng: SALTY CINNAMON-Nude","Phân loại hàng: SALTY CINNAMON-Nude","Son môi 3CE mịn lì nhẹ tênh 3CE Blur Matte Lipstick"
"1773397937-590","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-05 21:03 | Phân loại hàng: HUSH RED-Đỏ mâm xôi","Phân loại hàng: HUSH RED-Đỏ mâm xôi","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-591","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-05 18:03 | Phân loại hàng: #21 Heated","Phân loại hàng: #21 Heated","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-592","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Sản phẩm made in china nhìn mà sốc không biết phải hàng thật không nữa đến tem dán còn sơ sài khuyên MỌI NGƯỜI KHÔNG NÊN MUA","2026-01-05 07:26 | Phân loại hàng: Delectable-Hồng dâu","Phân loại hàng: Delectable-Hồng dâu","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-593","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Sản phẩm đểu, chất lượng cực kém, mọi người đừng mua, phí tiền.","2026-01-04 19:36 | Phân loại hàng: #21 Heated","Phân loại hàng: #21 Heated","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-594","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Set lại trên môi texture ko đẹp","2026-01-04 12:01 | Phân loại hàng: Laydown-Hồng trầm","Phân loại hàng: Laydown-Hồng trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-595","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-03 23:35 | Phân loại hàng: #08 Figtachio","Phân loại hàng: #08 Figtachio","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-596","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","mọi người mua hang kiểm tra kĩ , giao thiếu hàng như mình , quên quay video thì không khiếu nại được đâu , mua 1 hop má hồng 1 con , mà bỏ bao son vào ko bỏ son","2026-01-03 20:39 | Phân loại hàng: #31 Lavender Cream","Phân loại hàng: #31 Lavender Cream","Son bóng dưỡng môi 3CE Glazy Lip Glow"
"1773397937-597","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Phấn má gì mà đánh mấy lần mới lên màu, bất tiện vô cùng, đã thế còn kb hàng này của nước nào nữa, made in China :)","2026-01-03 18:07 | Phân loại hàng: Delectable-Hồng dâu","Phân loại hàng: Delectable-Hồng dâu","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-598","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-03 15:47 | Phân loại hàng: RAIN OR SHINE-Pha lê","Phân loại hàng: RAIN OR SHINE-Pha lê","Son bóng dưỡng môi bắt sáng 3CE Shine Reflector (Son vặn 1 chiều)"
"1773397937-599","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Không giống ảnh hãng xíu nào. Chụp còn nhìn ra màu hồng khô chứ bên ngoài n HỒNG TÍM đậm nha cho dù môi mình không bị thâm và thử lại lần nữa che khuyết điểm môi nhưng vẫn thế. Mua theo fomo thất vọng ghê","2026-01-03 11:57 | Phân loại hàng: Laydown-Hồng trầ","Phân loại hàng: Laydown-Hồng trầ","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-600","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Bth mk mua 3ce ở Hàn đây là ở TQ, chịu luôn r.. màu k giống cây trước mua 1 xíu nào","2026-01-02 23:15 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-601","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-02 21:16 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-602","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu xấu tệ","2026-01-02 19:30 | Phân loại hàng: Private-Đỏ lạnh","Phân loại hàng: Private-Đỏ lạnh","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-603","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","đánh lên thì đẹp, tầm 2p sau set lại tím ngắt, thâm xì kinh lắm luôn ấy :)))) phân vân mãi mới xuống tiền nhưng thất vọng tràn trề luôn 🙂🙂🙂🙂🙂🙂 đừng mua khuyên chân thành huh","2026-01-01 16:16 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-604","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Chăm sóc khách hàng kém hỏi mãi mới tl đc câu . Thấy đơn hàng trên bn $ là đc tặng quà nhưng khi hỏi thì kêu hết quà .","2026-01-01 13:23 | Phân loại hàng: N1.5","Phân loại hàng: N1.5","Phấn Nước Trang Điểm 3CE Fitting Mesh Cushion"
"1773397937-605","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Chăm sóc khách hàng kém hỏi mãi mới tl đc câu . Thấy đơn hàng trên bn $ là đc tặng quà nhưng khi hỏi thì kêu hết quà .","2026-01-01 13:23","","Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer"
"1773397937-606","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-01 09:12 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-607","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Khong nen mua","2025-12-31 23:02 | Phân loại hàng: BUDDY-Hồng cá hồi","Phân loại hàng: BUDDY-Hồng cá hồi","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-608","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mở ra thì đã bị gãy son. Hoàn hàng thì đến đoạn  Shipper đã đến lấy hàng xong rồi thì trên hệ thống báo ng bán ko đồng ý. Vừa mất tiền mà cũng ko có son để dùng. Trải nghiệm quá tệ từ ng bán đến đơn vị vận chuyển. Moi ng chua ý nên chọn cửa hàng uy tín mua nhé. Mua kiểu này hãi đến già","2025-12-31 22:56 | Phân loại hàng: 05-High Standard","Phân loại hàng: 05-High Standard","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-609","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Thường mua son mà khô quá nên mua dưỡng để xài, ai ngờ dưỡng cũng khô như gì. Ko nên mua nha.","2025-12-31 13:41 | Phân loại hàng: #33 Cool Sweetie","Phân loại hàng: #33 Cool Sweetie","Son bóng dưỡng môi 3CE Glazy Lip Glow"
"1773397937-610","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-12-31 07:33","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-611","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son đánh lên màu Hồng tím , ăn nhẹ trôi sạch k còn lớp bass nhẹ , khô môi, trả hàng thì shop bảo là cơ địa mjk sai son không lì , h cơ địa lì mới được sai son hả 
Lấy hàng hoàn mjk hủy hoàn tiền mà k trả hàng lại , shop lm ăn lừa đảo đừng nên mua","2025-12-31 07:33 | Phân loại hàng: Pink Guava-Hồng đào","Phân loại hàng: Pink Guava-Hồng đào","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-612","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Cái màu laydow là mua của shop còn cái bên trái là mùa shop khác sao của shop cái date là made in china có phải hàng fake kh cho 1 lời giải thích","2025-12-30 16:41 | Phân loại hàng: Laydown-Hồng trầ","Phân loại hàng: Laydown-Hồng trầ","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-613","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Giáo hàng nhanh. Sản phẩm đẹp. Nhưng quá bất tiện lỡ vặn quá tay k vặn lại đc","2025-12-30 14:36 | Phân loại hàng: COLDEST-Đỏ mận","Phân loại hàng: COLDEST-Đỏ mận","Son bóng dưỡng môi bắt sáng 3CE Shine Reflector (Son vặn 1 chiều)"
"1773397937-614","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","made in china","2025-12-30 12:27 | Phân loại hàng: Mono Pink-Hồng khô","Phân loại hàng: Mono Pink-Hồng khô","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-615","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Nghi ngờ hàng nhái mùi rất lồng và hắc đánh vào sót môi","2025-12-30 10:43 | Phân loại hàng: Coral Moon-Cam gạch","Phân loại hàng: Coral Moon-Cam gạch","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-616","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-12-30 10:31 | Phân loại hàng: #09 Childlike","Phân loại hàng: #09 Childlike","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-617","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu đánh lên rất nhạt, xấu","2025-12-30 10:28 | Phân loại hàng: Pink Guava-Hồng","Phân loại hàng: Pink Guava-Hồng","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-618","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-12-30 05:40 | Phân loại hàng: Daffodil-Đậu đỏ","Phân loại hàng: Daffodil-Đậu đỏ","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-619","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Chất son ko giống như trc mình vẫn dùng. Son đánh ko ăn, cứ trôi bợt đi đâu hết. 
Đánh mấy lớp thì môi lên màu hồng tím bầm thâm xì quả cả tím, như kiểu vừa bị ai đấm vào mòm. Ko hợp vs môi mình, dù môi mình hồng, ko hề bị thâm. Thất vọng về màu này quá 😭","2025-12-30 00:22 | Phân loại hàng: Double Wind-Hồng khô","Phân loại hàng: Double Wind-Hồng khô","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-620","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Fake chắc 100% lun đừng có mua, tui bôi xong để 30p xong quay lại lấy tay chà thử xong nó bay hết cmnr, là lì dữ chưa???, 300k????","2025-12-29 21:20 | Phân loại hàng: #01 Speak Up","Phân loại hàng: #01 Speak Up","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-621","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-12-29 19:32 | Phân loại hàng: #01 Speak Up","Phân loại hàng: #01 Speak Up","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-622","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-12-29 19:32","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-623","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu k đúng đỏ cam ,thành màu hồng đất","2025-12-29 19:32 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-624","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","T hoàn hàng k đc chấp nhận, nhưng đến nay lâu rồi cũng chưa thấy trả lại hàng cho t. Tiền thì t thanh toán rồi. Lúc đầu t vẫn đánh giá 5 sao, vì nó cũng chẳng vấn đề gì to  tát. nhưng đợi mãi chưa nhận lại đc hàng. Làm việc chán thật.","2026-01-05 11:10 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-625","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-12-29 13:27","","(GWP) Túi Đựng Mỹ Phẩm 3CE Square Leather Pouch"
"1773397937-626","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-12-29 13:27 | Phân loại hàng: Overtake-Đất thu ấm","Phân loại hàng: Overtake-Đất thu ấm","Bảng Phấn Mắt 9 màu lâu trôi 3CE Multi Eye Color Palette"
"1773397937-627","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hàng trung quốc","2025-12-29 13:27 | Phân loại hàng: YOUR SIDE-Hồng đất","Phân loại hàng: YOUR SIDE-Hồng đất","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-628","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mang tiếng mall nhưng làm việc hơn cái chợ, đổ lỗi cho KH gửi hoàn vỏ bẩn, đã sử dụng nhưng thực tế người mua chưa hề sử dụng và hộp còn nguyên mới lúc nhận, làm ăn bố láo, ko bao giờ quay lại mua. Nếu đã khẳng định vỏ bẩn hàng đã sử dụng thì cung cấp video bóc hàng hoàn lên đây đối chất, hơn 200k coi như làm từ thiện ko đúng chỗ","2025-12-29 11:26","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-629","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mang tiếng mall nhưng làm việc hơn cái chợ, đổ lỗi cho KH gửi hoàn vỏ bẩn, đã sử dụng nhưng thực tế người mua chưa hề sử dụng và hộp còn nguyên mới lúc nhận, làm ăn bố láo, ko bao giờ quay lại mua. Nếu đã khẳng định vỏ bẩn hàng đã sử dụng thì cung cấp video bóc hàng hoàn lên đây đối chất, hơn 200k coi như làm từ thiện ko đúng chỗ","2025-12-29 11:26 | Phân loại hàng: Going Right-Cam đào","Phân loại hàng: Going Right-Cam đào","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-630","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mang tiếng mall nhưng làm việc hơn cái chợ, đổ lỗi cho KH gửi hoàn vỏ bẩn, đã sử dụng nhưng thực tế người mua chưa hề sử dụng và hộp còn nguyên mới lúc nhận, làm ăn bố láo, ko bao giờ quay lại mua. Nếu đã khẳng định vỏ bẩn hàng đã sử dụng thì cung cấp video bóc hàng hoàn lên đây đối chất, hơn 200k coi như làm từ thiện ko đúng chỗ","2025-12-29 11:26 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-631","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-12-29 10:04 | Phân loại hàng: Dear March-Cam nude","Phân loại hàng: Dear March-Cam nude","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-632","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hàng giả! Trời ơi chấp nhận mua mall dù mắc nhưng để yên tâm mà dính hàng giả là sao? Chất phấn rất bụi, loại m mua ở Hàn ko hề bụi như vậy lấy phấn zong gõ một cái bụi phấn bay khiếp hồn! Lạy shop làm ăn chân chính đi trời","2025-12-29 09:10 | Phân loại hàng: Dear Nude","Phân loại hàng: Dear Nude","Bảng Phấn Mắt 9 màu lâu trôi 3CE Multi Eye Color Palette"
"1773397937-633","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Đặt phân loại tên rõ ràng N1.5 xong giao lõi refill :)))","2025-12-28 19:29 | Phân loại hàng: N1.5","Phân loại hàng: N1.5","Phấn Nước Trang Điểm 3CE Fitting Mesh Cushion"
